taxlevel	rankID	taxon	daughterlevels	total	Lakeview1	Lakeview2	Lakeview3	Lakeview4	Lakeview5	Lakeview6	Lakeview7	Lakeview8
4	0.2.30.2.15	SAR324_clade(Marine_group_B)	1	218	1	31	36	40	24	21	26	39
5	0.2.30.2.15.1	SAR324_clade(Marine_group_B)_fa	1	218	1	31	36	40	24	21	26	39
6	0.2.30.2.15.1.1	SAR324_clade(Marine_group_B)_ge	0	218	1	31	36	40	24	21	26	39
4	0.2.30.2.16	Sva0485	1	18	10	5	2	0	0	0	1	0
5	0.2.30.2.16.1	Sva0485_fa	1	18	10	5	2	0	0	0	1	0
6	0.2.30.2.16.1.1	Sva0485_ge	0	18	10	5	2	0	0	0	1	0
4	0.2.30.2.17	Syntrophobacterales	2	14	7	4	1	0	0	1	1	0
5	0.2.30.2.17.1	Syntrophaceae	5	10	5	4	0	0	0	1	0	0
6	0.2.30.2.17.1.1	Desulfobacca	0	1	1	0	0	0	0	0	0	0
6	0.2.30.2.17.1.2	Desulfomonile	0	1	0	0	0	0	0	1	0	0
6	0.2.30.2.17.1.3	Smithella	0	1	1	0	0	0	0	0	0	0
6	0.2.30.2.17.1.4	Syntrophaceae_unclassified	0	4	2	2	0	0	0	0	0	0
6	0.2.30.2.17.1.5	uncultured	0	3	1	2	0	0	0	0	0	0
5	0.2.30.2.17.2	Syntrophobacteraceae	3	4	2	0	1	0	0	0	1	0
6	0.2.30.2.17.2.1	Syntrophobacter	0	1	0	0	1	0	0	0	0	0
6	0.2.30.2.17.2.2	Syntrophobacteraceae_unclassified	0	1	0	0	0	0	0	0	1	0
6	0.2.30.2.17.2.3	uncultured	0	2	2	0	0	0	0	0	0	0
3	0.2.30.3	Gammaproteobacteria	31	43171	6873	5298	4953	7643	5570	4079	4813	3942
4	0.2.30.3.1	Aeromonadales	1	83	28	32	7	2	2	1	5	6
5	0.2.30.3.1.1	Aeromonadaceae	3	83	28	32	7	2	2	1	5	6
6	0.2.30.3.1.1.1	Aeromonadaceae_unclassified	0	1	0	0	1	0	0	0	0	0
6	0.2.30.3.1.1.2	Aeromonas	0	78	27	32	6	2	2	1	4	4
6	0.2.30.3.1.1.3	Tolumonas	0	4	1	0	0	0	0	0	1	2
4	0.2.30.3.2	Alteromonadales	2	37	6	5	6	2	5	5	4	4
5	0.2.30.3.2.1	Alteromonadaceae	1	36	6	4	6	2	5	5	4	4
6	0.2.30.3.2.1.1	Rheinheimera	0	36	6	4	6	2	5	5	4	4
5	0.2.30.3.2.2	Shewanellaceae	1	1	0	1	0	0	0	0	0	0
6	0.2.30.3.2.2.1	Shewanella	0	1	0	1	0	0	0	0	0	0
4	0.2.30.3.3	Arenicellales	1	2	0	0	1	0	0	0	1	0
5	0.2.30.3.3.1	Arenicellaceae	2	2	0	0	1	0	0	0	1	0
6	0.2.30.3.3.1.1	Arenicellaceae_unclassified	0	1	0	0	1	0	0	0	0	0
6	0.2.30.3.3.1.2	uncultured	0	1	0	0	0	0	0	0	1	0
4	0.2.30.3.4	Betaproteobacteriales	15	32690	6230	4560	3480	5707	3945	2772	3346	2650
5	0.2.30.3.4.1	Aquaspirillaceae	1	1	0	0	0	0	0	0	1	0
6	0.2.30.3.4.1.1	Rivicola	0	1	0	0	0	0	0	0	1	0
5	0.2.30.3.4.2	B1-7BS	1	5	2	3	0	0	0	0	0	0
6	0.2.30.3.4.2.1	B1-7BS_ge	0	5	2	3	0	0	0	0	0	0
5	0.2.30.3.4.3	Betaproteobacteriales_unclassified	1	248	24	27	25	45	45	38	30	14
6	0.2.30.3.4.3.1	Betaproteobacteriales_unclassified	0	248	24	27	25	45	45	38	30	14
5	0.2.30.3.4.4	Burkholderiaceae	28	24984	5469	3758	2572	4034	2796	2016	2422	1917
6	0.2.30.3.4.4.1	Acidovorax	0	106	43	41	6	6	4	5	0	1
6	0.2.30.3.4.4.2	Aquabacterium	0	1	0	0	1	0	0	0	0	0
6	0.2.30.3.4.4.3	Burkholderia-Caballeronia-Paraburkholderia	0	4	0	0	1	2	1	0	0	0
6	0.2.30.3.4.4.4	Burkholderiaceae_unclassified	0	8530	2068	1322	793	1392	916	641	791	607
6	0.2.30.3.4.4.5	CM1G08	0	2	0	0	0	0	0	0	1	1
6	0.2.30.3.4.4.6	Curvibacter	0	1	1	0	0	0	0	0	0	0
6	0.2.30.3.4.4.7	Delftia	0	1	0	0	0	0	1	0	0	0
6	0.2.30.3.4.4.8	GKS98_freshwater_group	0	360	234	106	5	3	6	2	2	2
6	0.2.30.3.4.4.9	Hydrogenophaga	0	13	0	8	1	0	1	1	2	0
6	0.2.30.3.4.4.10	Ideonella	0	2	1	1	0	0	0	0	0	0
6	0.2.30.3.4.4.11	Inhella	0	19	6	4	1	1	2	3	1	1
6	0.2.30.3.4.4.12	Lautropia	0	3489	82	241	501	780	522	384	511	468
6	0.2.30.3.4.4.13	Leptothrix	0	1	0	0	0	0	0	0	1	0
6	0.2.30.3.4.4.14	Limnohabitans	0	3954	1538	789	291	403	287	220	220	206
6	0.2.30.3.4.4.15	MWH-UniP1_aquatic_group	0	2389	84	306	343	445	360	309	326	216
6	0.2.30.3.4.4.16	Massilia	0	2	1	0	0	1	0	0	0	0
6	0.2.30.3.4.4.17	Parasutterella	0	7	2	0	0	1	1	0	3	0
6	0.2.30.3.4.4.18	Piscinibacter	0	2	1	1	0	0	0	0	0	0
6	0.2.30.3.4.4.19	Polaromonas	0	7	1	2	0	0	0	1	2	1
6	0.2.30.3.4.4.20	Polynucleobacter	0	4260	1284	743	387	682	383	233	304	244
6	0.2.30.3.4.4.21	Ralstonia	0	17	1	3	1	4	3	0	2	3
6	0.2.30.3.4.4.22	Ramlibacter	0	78	31	19	5	7	2	7	7	0
6	0.2.30.3.4.4.23	Rhodoferax	0	96	34	8	10	14	22	2	0	6
6	0.2.30.3.4.4.24	Rubrivivax	0	1625	47	159	226	292	284	208	248	161
6	0.2.30.3.4.4.25	Tibeticola	0	2	0	0	0	1	0	0	1	0
6	0.2.30.3.4.4.26	Undibacterium	0	1	1	0	0	0	0	0	0	0
6	0.2.30.3.4.4.27	Variovorax	0	2	2	0	0	0	0	0	0	0
6	0.2.30.3.4.4.28	uncultured	0	13	7	5	0	0	1	0	0	0
5	0.2.30.3.4.5	Chitinibacteraceae	3	12	2	4	2	0	0	2	2	0
6	0.2.30.3.4.5.1	Chitinibacter	0	6	0	2	2	0	0	0	2	0
6	0.2.30.3.4.5.2	Deefgea	0	3	0	1	0	0	0	2	0	0
6	0.2.30.3.4.5.3	Formivibrio	0	3	2	1	0	0	0	0	0	0
5	0.2.30.3.4.6	Chitinimonadaceae	2	8	7	1	0	0	0	0	0	0
6	0.2.30.3.4.6.1	Chitinimonas	0	7	6	1	0	0	0	0	0	0
6	0.2.30.3.4.6.2	Chitinivorax	0	1	1	0	0	0	0	0	0	0
5	0.2.30.3.4.7	Chromobacteriaceae	2	8	6	0	0	0	2	0	0	0
6	0.2.30.3.4.7.1	Chromobacteriaceae_unclassified	0	6	6	0	0	0	0	0	0	0
6	0.2.30.3.4.7.2	Vogesella	0	2	0	0	0	0	2	0	0	0
5	0.2.30.3.4.8	Hydrogenophilaceae	3	23	3	3	4	3	4	2	3	1
6	0.2.30.3.4.8.1	Hydrogenophilaceae_unclassified	0	4	0	1	0	2	0	1	0	0
6	0.2.30.3.4.8.2	Thiobacillus	0	4	2	2	0	0	0	0	0	0
6	0.2.30.3.4.8.3	uncultured	0	15	1	0	4	1	4	1	3	1
5	0.2.30.3.4.9	Methylophilaceae	6	5934	521	643	711	1360	825	551	736	587
6	0.2.30.3.4.9.1	Candidatus_Methylopumilus	0	5668	471	606	671	1329	799	531	698	563
6	0.2.30.3.4.9.2	MM2	0	1	0	0	0	0	1	0	0	0
6	0.2.30.3.4.9.3	Methylophilaceae_unclassified	0	27	10	13	0	0	0	0	4	0
6	0.2.30.3.4.9.4	Methylophilus	0	9	6	2	1	0	0	0	0	0
6	0.2.30.3.4.9.5	Methylotenera	0	207	29	19	36	29	23	20	27	24
6	0.2.30.3.4.9.6	uncultured	0	22	5	3	3	2	2	0	7	0
5	0.2.30.3.4.10	Neisseriaceae	1	878	140	58	83	164	198	93	73	69
6	0.2.30.3.4.10.1	uncultured	0	878	140	58	83	164	198	93	73	69
5	0.2.30.3.4.11	Nitrosomonadaceae	8	413	7	23	70	82	66	53	61	51
6	0.2.30.3.4.11.1	966-1	0	55	0	5	8	5	11	13	7	6
6	0.2.30.3.4.11.2	DSSD61	0	3	1	0	0	0	0	0	2	0
6	0.2.30.3.4.11.3	Ellin6067	0	35	3	7	3	6	3	1	9	3
6	0.2.30.3.4.11.4	MND1	0	1	0	0	1	0	0	0	0	0
6	0.2.30.3.4.11.5	Nitrosomonadaceae_unclassified	0	18	0	0	0	1	7	0	6	4
6	0.2.30.3.4.11.6	mle1-7	0	1	1	0	0	0	0	0	0	0
6	0.2.30.3.4.11.7	oc32	0	283	1	11	53	65	41	37	37	38
6	0.2.30.3.4.11.8	uncultured	0	17	1	0	5	5	4	2	0	0
5	0.2.30.3.4.12	Rhodocyclaceae	9	104	40	27	9	4	5	5	10	4
6	0.2.30.3.4.12.1	Azospira	0	2	0	2	0	0	0	0	0	0
6	0.2.30.3.4.12.2	C39	0	26	24	1	0	0	0	0	1	0
6	0.2.30.3.4.12.3	Candidatus_Accumulibacter	0	2	0	0	0	0	1	0	1	0
6	0.2.30.3.4.12.4	Dechloromonas	0	12	7	2	2	0	0	0	1	0
6	0.2.30.3.4.12.5	Denitratisoma	0	2	0	2	0	0	0	0	0	0
6	0.2.30.3.4.12.6	Rhodocyclaceae_unclassified	0	43	6	11	5	4	2	5	7	3
6	0.2.30.3.4.12.7	Sulfuritalea	0	12	3	6	0	0	2	0	0	1
6	0.2.30.3.4.12.8	Uliginosibacterium	0	4	0	2	2	0	0	0	0	0
6	0.2.30.3.4.12.9	uncultured	0	1	0	1	0	0	0	0	0	0
5	0.2.30.3.4.13	SC-I-84	1	13	7	5	0	0	0	1	0	0
6	0.2.30.3.4.13.1	SC-I-84_ge	0	13	7	5	0	0	0	1	0	0
5	0.2.30.3.4.14	T34	1	5	2	3	0	0	0	0	0	0
6	0.2.30.3.4.14.1	T34_ge	0	5	2	3	0	0	0	0	0	0
5	0.2.30.3.4.15	TRA3-20	1	54	0	5	4	15	4	11	8	7
6	0.2.30.3.4.15.1	TRA3-20_ge	0	54	0	5	4	15	4	11	8	7
4	0.2.30.3.5	CCD24	1	1	1	0	0	0	0	0	0	0
5	0.2.30.3.5.1	CCD24_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.30.3.5.1.1	CCD24_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.30.3.6	CCM19a	1	12	0	1	2	1	0	3	4	1
5	0.2.30.3.6.1	CCM19a_fa	1	12	0	1	2	1	0	3	4	1
6	0.2.30.3.6.1.1	CCM19a_ge	0	12	0	1	2	1	0	3	4	1
4	0.2.30.3.7	CHAB-XI-27	1	2	2	0	0	0	0	0	0	0
5	0.2.30.3.7.1	CHAB-XI-27_fa	1	2	2	0	0	0	0	0	0	0
6	0.2.30.3.7.1.1	CHAB-XI-27_ge	0	2	2	0	0	0	0	0	0	0
4	0.2.30.3.8	Cellvibrionales	4	510	39	104	55	77	66	51	65	53
5	0.2.30.3.8.1	Cellvibrionaceae	1	13	5	5	2	0	0	0	1	0
6	0.2.30.3.8.1.1	Cellvibrio	0	13	5	5	2	0	0	0	1	0
5	0.2.30.3.8.2	Halieaceae	2	30	7	17	3	2	0	0	1	0
6	0.2.30.3.8.2.1	Halieaceae_unclassified	0	18	3	10	2	2	0	0	1	0
6	0.2.30.3.8.2.2	OM60(NOR5)_clade	0	12	4	7	1	0	0	0	0	0
5	0.2.30.3.8.3	Porticoccaceae	1	1	0	1	0	0	0	0	0	0
6	0.2.30.3.8.3.1	Porticoccus	0	1	0	1	0	0	0	0	0	0
5	0.2.30.3.8.4	Spongiibacteraceae	1	466	27	81	50	75	66	51	63	53
6	0.2.30.3.8.4.1	BD1-7_clade	0	466	27	81	50	75	66	51	63	53
4	0.2.30.3.9	Competibacterales	1	4	3	1	0	0	0	0	0	0
5	0.2.30.3.9.1	Competibacteraceae	1	4	3	1	0	0	0	0	0	0
6	0.2.30.3.9.1.1	Candidatus_Competibacter	0	4	3	1	0	0	0	0	0	0
4	0.2.30.3.10	Coxiellales	1	11	3	0	1	0	2	1	1	3
5	0.2.30.3.10.1	Coxiellaceae	1	11	3	0	1	0	2	1	1	3
6	0.2.30.3.10.1.1	Coxiella	0	11	3	0	1	0	2	1	1	3
4	0.2.30.3.11	Diplorickettsiales	1	31	6	1	4	5	7	2	4	2
5	0.2.30.3.11.1	Diplorickettsiaceae	3	31	6	1	4	5	7	2	4	2
6	0.2.30.3.11.1.1	Aquicella	0	2	1	0	0	0	1	0	0	0
6	0.2.30.3.11.1.2	Rickettsiella	0	5	4	1	0	0	0	0	0	0
6	0.2.30.3.11.1.3	uncultured	0	24	1	0	4	5	6	2	4	2
4	0.2.30.3.12	Enterobacteriales	1	15	5	8	1	1	0	0	0	0
5	0.2.30.3.12.1	Enterobacteriaceae	1	15	5	8	1	1	0	0	0	0
6	0.2.30.3.12.1.1	Enterobacteriaceae_unclassified	0	15	5	8	1	1	0	0	0	0
4	0.2.30.3.13	Francisellales	1	58	0	15	17	14	8	2	1	1
5	0.2.30.3.13.1	Francisellaceae	2	58	0	15	17	14	8	2	1	1
6	0.2.30.3.13.1.1	Francisellaceae_ge	0	57	0	15	17	14	8	2	1	0
6	0.2.30.3.13.1.2	Francisellaceae_unclassified	0	1	0	0	0	0	0	0	0	1
4	0.2.30.3.14	Ga0077536	1	88	1	3	11	16	13	18	10	16
5	0.2.30.3.14.1	Ga0077536_fa	1	88	1	3	11	16	13	18	10	16
6	0.2.30.3.14.1.1	Ga0077536_ge	0	88	1	3	11	16	13	18	10	16
4	0.2.30.3.15	Gammaproteobacteria_Incertae_Sedis	1	25	3	1	4	0	8	1	2	6
5	0.2.30.3.15.1	Unknown_Family	3	25	3	1	4	0	8	1	2	6
6	0.2.30.3.15.1.1	Candidatus_Ovatusbacter	0	6	1	0	2	0	1	1	0	1
6	0.2.30.3.15.1.2	Unknown_Family_ge	0	18	2	1	1	0	7	0	2	5
6	0.2.30.3.15.1.3	Unknown_Family_unclassified	0	1	0	0	1	0	0	0	0	0
4	0.2.30.3.16	Gammaproteobacteria_unclassified	1	4811	137	263	684	932	798	664	692	641
5	0.2.30.3.16.1	Gammaproteobacteria_unclassified	1	4811	137	263	684	932	798	664	692	641
6	0.2.30.3.16.1.1	Gammaproteobacteria_unclassified	0	4811	137	263	684	932	798	664	692	641
4	0.2.30.3.17	HOC36	1	4	4	0	0	0	0	0	0	0
5	0.2.30.3.17.1	HOC36_fa	1	4	4	0	0	0	0	0	0	0
6	0.2.30.3.17.1.1	HOC36_ge	0	4	4	0	0	0	0	0	0	0
4	0.2.30.3.18	Halothiobacillales	1	3	0	0	0	0	1	1	0	1
5	0.2.30.3.18.1	Halothiobacillaceae	1	3	0	0	0	0	1	1	0	1
6	0.2.30.3.18.1.1	Thiovirga	0	3	0	0	0	0	1	1	0	1
4	0.2.30.3.19	JG36-TzT-191	1	2265	50	123	339	547	348	311	317	230
5	0.2.30.3.19.1	JG36-TzT-191_fa	1	2265	50	123	339	547	348	311	317	230
6	0.2.30.3.19.1.1	JG36-TzT-191_ge	0	2265	50	123	339	547	348	311	317	230
4	0.2.30.3.20	JTB23	1	4	0	0	1	0	0	0	2	1
5	0.2.30.3.20.1	JTB23_fa	1	4	0	0	1	0	0	0	2	1
6	0.2.30.3.20.1.1	JTB23_ge	0	4	0	0	1	0	0	0	2	1
4	0.2.30.3.21	KI89A_clade	1	31	2	10	3	4	5	3	0	4
5	0.2.30.3.21.1	KI89A_clade_fa	1	31	2	10	3	4	5	3	0	4
6	0.2.30.3.21.1.1	KI89A_clade_ge	0	31	2	10	3	4	5	3	0	4
4	0.2.30.3.22	Legionellales	1	202	15	24	21	29	39	24	34	16
5	0.2.30.3.22.1	Legionellaceae	2	202	15	24	21	29	39	24	34	16
6	0.2.30.3.22.1.1	Legionella	0	201	15	24	21	29	39	23	34	16
6	0.2.30.3.22.1.2	uncultured	0	1	0	0	0	0	0	1	0	0
4	0.2.30.3.23	MBMPE27	1	1	1	0	0	0	0	0	0	0
5	0.2.30.3.23.1	MBMPE27_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.30.3.23.1.1	MBMPE27_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.30.3.24	Methylococcales	2	1918	263	91	277	268	290	180	288	261
5	0.2.30.3.24.1	Methylococcaceae	4	1181	242	78	159	191	160	90	137	124
6	0.2.30.3.24.1.1	Candidatus_Methylospira	0	1	0	1	0	0	0	0	0	0
6	0.2.30.3.24.1.2	Methylocaldum	0	1	1	0	0	0	0	0	0	0
6	0.2.30.3.24.1.3	Methylomagnum	0	2	1	0	0	1	0	0	0	0
6	0.2.30.3.24.1.4	Methyloparacoccus	0	1177	240	77	159	190	160	90	137	124
5	0.2.30.3.24.2	Methylomonaceae	8	737	21	13	118	77	130	90	151	137
6	0.2.30.3.24.2.1	Crenothrix	0	40	5	3	4	5	8	3	8	4
6	0.2.30.3.24.2.2	Methylobacter	0	2	0	0	0	0	0	0	0	2
6	0.2.30.3.24.2.3	Methyloglobulus	0	6	4	2	0	0	0	0	0	0
6	0.2.30.3.24.2.4	Methylomonaceae_unclassified	0	12	1	7	1	1	1	0	1	0
6	0.2.30.3.24.2.5	Methylomonas	0	50	2	1	7	1	10	12	10	7
6	0.2.30.3.24.2.6	Methylovulum	0	4	3	0	1	0	0	0	0	0
6	0.2.30.3.24.2.7	pLW-20	0	2	0	0	0	0	0	0	0	2
6	0.2.30.3.24.2.8	uncultured	0	621	6	0	105	70	111	75	132	122
4	0.2.30.3.25	Oceanospirillales	3	197	4	17	30	28	29	29	25	35
5	0.2.30.3.25.1	Halomonadaceae	1	5	2	0	2	0	0	0	1	0
6	0.2.30.3.25.1.1	HdN1	0	5	2	0	2	0	0	0	1	0
5	0.2.30.3.25.2	Marinomonadaceae	1	1	0	0	0	0	1	0	0	0
6	0.2.30.3.25.2.1	Marinomonas	0	1	0	0	0	0	1	0	0	0
5	0.2.30.3.25.3	Pseudohongiellaceae	2	191	2	17	28	28	28	29	24	35
6	0.2.30.3.25.3.1	BIyi10	0	3	0	0	2	0	0	0	0	1
6	0.2.30.3.25.3.2	Pseudohongiella	0	188	2	17	26	28	28	29	24	34
4	0.2.30.3.26	PLTA13	1	1	0	1	0	0	0	0	0	0
5	0.2.30.3.26.1	PLTA13_fa	1	1	0	1	0	0	0	0	0	0
6	0.2.30.3.26.1.1	PLTA13_ge	0	1	0	1	0	0	0	0	0	0
4	0.2.30.3.27	Pseudomonadales	2	82	46	6	5	2	1	5	7	10
5	0.2.30.3.27.1	Moraxellaceae	5	12	5	1	0	0	0	0	2	4
6	0.2.30.3.27.1.1	Acinetobacter	0	8	3	1	0	0	0	0	2	2
6	0.2.30.3.27.1.2	Alkanindiges	0	1	1	0	0	0	0	0	0	0
6	0.2.30.3.27.1.3	Cavicella	0	1	1	0	0	0	0	0	0	0
6	0.2.30.3.27.1.4	Enhydrobacter	0	1	0	0	0	0	0	0	0	1
6	0.2.30.3.27.1.5	Fluviicoccus	0	1	0	0	0	0	0	0	0	1
5	0.2.30.3.27.2	Pseudomonadaceae	1	70	41	5	5	2	1	5	5	6
6	0.2.30.3.27.2.1	Pseudomonas	0	70	41	5	5	2	1	5	5	6
4	0.2.30.3.28	R7C24	1	1	0	1	0	0	0	0	0	0
5	0.2.30.3.28.1	R7C24_fa	1	1	0	1	0	0	0	0	0	0
6	0.2.30.3.28.1.1	R7C24_ge	0	1	0	1	0	0	0	0	0	0
4	0.2.30.3.29	Steroidobacterales	2	48	14	26	0	2	1	5	0	0
5	0.2.30.3.29.1	Steroidobacteraceae	1	47	14	26	0	2	1	4	0	0
6	0.2.30.3.29.1.1	uncultured	0	47	14	26	0	2	1	4	0	0
5	0.2.30.3.29.2	Woeseiaceae	1	1	0	0	0	0	0	1	0	0
6	0.2.30.3.29.2.1	Woeseia	0	1	0	0	0	0	0	1	0	0
4	0.2.30.3.30	Xanthomonadales	2	31	9	5	4	6	1	0	5	1
5	0.2.30.3.30.1	Rhodanobacteraceae	3	8	0	1	2	3	0	0	2	0
6	0.2.30.3.30.1.1	Aquimonas	0	5	0	1	1	1	0	0	2	0
6	0.2.30.3.30.1.2	Rhodanobacteraceae_unclassified	0	1	0	0	0	1	0	0	0	0
6	0.2.30.3.30.1.3	uncultured	0	2	0	0	1	1	0	0	0	0
5	0.2.30.3.30.2	Xanthomonadaceae	4	23	9	4	2	3	1	0	3	1
6	0.2.30.3.30.2.1	Arenimonas	0	17	5	4	1	2	1	0	3	1
6	0.2.30.3.30.2.2	Silanimonas	0	3	3	0	0	0	0	0	0	0
6	0.2.30.3.30.2.3	Stenotrophomonas	0	2	0	0	1	1	0	0	0	0
6	0.2.30.3.30.2.4	Xanthomonadaceae_unclassified	0	1	1	0	0	0	0	0	0	0
4	0.2.30.3.31	uncultured	1	3	1	0	0	0	1	1	0	0
5	0.2.30.3.31.1	uncultured_fa	1	3	1	0	0	0	1	1	0	0
6	0.2.30.3.31.1.1	uncultured_ge	0	3	1	0	0	0	1	1	0	0
3	0.2.30.4	Proteobacteria_unclassified	1	2391	473	363	223	290	249	265	270	258
4	0.2.30.4.1	Proteobacteria_unclassified	1	2391	473	363	223	290	249	265	270	258
5	0.2.30.4.1.1	Proteobacteria_unclassified	1	2391	473	363	223	290	249	265	270	258
6	0.2.30.4.1.1.1	Proteobacteria_unclassified	0	2391	473	363	223	290	249	265	270	258
2	0.2.31	Rokubacteria	1	1	1	0	0	0	0	0	0	0
3	0.2.31.1	NC10	1	1	1	0	0	0	0	0	0	0
4	0.2.31.1.1	Methylomirabilales	1	1	1	0	0	0	0	0	0	0
5	0.2.31.1.1.1	Methylomirabilaceae	1	1	1	0	0	0	0	0	0	0
6	0.2.31.1.1.1.1	Sh765B-TzT-35	0	1	1	0	0	0	0	0	0	0
2	0.2.32	Spirochaetes	3	36	13	7	3	2	3	4	3	1
3	0.2.32.1	Leptospirae	1	30	12	5	2	2	2	3	3	1
4	0.2.32.1.1	Leptospirales	1	30	12	5	2	2	2	3	3	1
5	0.2.32.1.1.1	Leptospiraceae	3	30	12	5	2	2	2	3	3	1
6	0.2.32.1.1.1.1	Leptospira	0	28	11	5	2	2	2	3	2	1
6	0.2.32.1.1.1.2	RBG-16-49-21	0	1	1	0	0	0	0	0	0	0
6	0.2.32.1.1.1.3	Turneriella	0	1	0	0	0	0	0	0	1	0
3	0.2.32.2	Spirochaetia	1	4	1	0	1	0	1	1	0	0
4	0.2.32.2.1	Spirochaetales	1	4	1	0	1	0	1	1	0	0
5	0.2.32.2.1.1	Spirochaetaceae	4	4	1	0	1	0	1	1	0	0
6	0.2.32.2.1.1.1	Sphaerochaeta	0	1	0	0	0	0	1	0	0	0
6	0.2.32.2.1.1.2	Spirochaeta_2	0	1	0	0	1	0	0	0	0	0
6	0.2.32.2.1.1.3	Treponema	0	1	0	0	0	0	0	1	0	0
6	0.2.32.2.1.1.4	Treponema_2	0	1	1	0	0	0	0	0	0	0
3	0.2.32.3	V2072-189E03	1	2	0	2	0	0	0	0	0	0
4	0.2.32.3.1	V2072-189E03_or	1	2	0	2	0	0	0	0	0	0
5	0.2.32.3.1.1	V2072-189E03_fa	1	2	0	2	0	0	0	0	0	0
6	0.2.32.3.1.1.1	V2072-189E03_ge	0	2	0	2	0	0	0	0	0	0
2	0.2.33	TA06	1	2	1	1	0	0	0	0	0	0
3	0.2.33.1	TA06_cl	1	2	1	1	0	0	0	0	0	0
4	0.2.33.1.1	TA06_or	1	2	1	1	0	0	0	0	0	0
5	0.2.33.1.1.1	TA06_fa	1	2	1	1	0	0	0	0	0	0
6	0.2.33.1.1.1.1	TA06_ge	0	2	1	1	0	0	0	0	0	0
2	0.2.34	Tenericutes	1	5	0	1	1	0	1	2	0	0
3	0.2.34.1	Mollicutes	3	5	0	1	1	0	1	2	0	0
4	0.2.34.1.1	Anaeroplasmatales	1	2	0	0	1	0	1	0	0	0
5	0.2.34.1.1.1	Anaeroplasmataceae	1	2	0	0	1	0	1	0	0	0
6	0.2.34.1.1.1.1	Anaeroplasma	0	2	0	0	1	0	1	0	0	0
4	0.2.34.1.2	Mollicutes_RF39	1	2	0	0	0	0	0	2	0	0
5	0.2.34.1.2.1	Mollicutes_RF39_fa	1	2	0	0	0	0	0	2	0	0
6	0.2.34.1.2.1.1	Mollicutes_RF39_ge	0	2	0	0	0	0	0	2	0	0
4	0.2.34.1.3	Mycoplasmatales	1	1	0	1	0	0	0	0	0	0
5	0.2.34.1.3.1	Mycoplasmataceae	1	1	0	1	0	0	0	0	0	0
6	0.2.34.1.3.1.1	uncultured	0	1	0	1	0	0	0	0	0	0
2	0.2.35	Verrucomicrobia	1	29954	2511	2668	3835	5893	3623	3910	3661	3853
3	0.2.35.1	Verrucomicrobiae	9	29954	2511	2668	3835	5893	3623	3910	3661	3853
4	0.2.35.1.1	Chthoniobacterales	3	13233	832	1117	1899	2926	1706	1763	1536	1454
5	0.2.35.1.1.1	Chthoniobacteraceae	3	5416	169	351	864	1094	761	869	676	632
6	0.2.35.1.1.1.1	Chthoniobacter	0	1270	57	92	144	268	176	170	165	198
6	0.2.35.1.1.1.2	Chthoniobacteraceae_unclassified	0	4	0	1	0	2	1	0	0	0
6	0.2.35.1.1.1.3	LD29	0	4142	112	258	720	824	584	699	511	434
5	0.2.35.1.1.2	Chthoniobacterales_unclassified	1	15	3	0	2	1	2	1	3	3
6	0.2.35.1.1.2.1	Chthoniobacterales_unclassified	0	15	3	0	2	1	2	1	3	3
5	0.2.35.1.1.3	Terrimicrobiaceae	2	7802	660	766	1033	1831	943	893	857	819
6	0.2.35.1.1.3.1	FukuN18_freshwater_group	0	14	1	2	8	1	1	1	0	0
6	0.2.35.1.1.3.2	Terrimicrobium	0	7788	659	764	1025	1830	942	892	857	819
4	0.2.35.1.2	LD1-PB3	1	1	1	0	0	0	0	0	0	0
5	0.2.35.1.2.1	LD1-PB3_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.35.1.2.1.1	LD1-PB3_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.35.1.3	Methylacidiphilales	1	30	4	5	1	8	3	4	3	2
5	0.2.35.1.3.1	Methylacidiphilaceae	1	30	4	5	1	8	3	4	3	2
6	0.2.35.1.3.1.1	uncultured	0	30	4	5	1	8	3	4	3	2
4	0.2.35.1.4	Opitutales	2	1386	77	180	114	169	201	189	197	259
5	0.2.35.1.4.1	Opitutaceae	5	1383	75	179	114	169	201	189	197	259
6	0.2.35.1.4.1.1	Cephaloticoccus	0	2	2	0	0	0	0	0	0	0
6	0.2.35.1.4.1.2	IMCC26134	0	37	7	5	3	7	3	4	7	1
6	0.2.35.1.4.1.3	Lacunisphaera	0	3	0	0	0	1	1	0	1	0
6	0.2.35.1.4.1.4	Opitutaceae_unclassified	0	1142	34	127	93	142	169	165	172	240
6	0.2.35.1.4.1.5	Opitutus	0	199	32	47	18	19	28	20	17	18
5	0.2.35.1.4.2	Puniceicoccaceae	1	3	2	1	0	0	0	0	0	0
6	0.2.35.1.4.2.1	Verruc-01	0	3	2	1	0	0	0	0	0	0
4	0.2.35.1.5	Pedosphaerales	1	5090	168	408	803	853	692	678	721	767
5	0.2.35.1.5.1	Pedosphaeraceae	3	5090	168	408	803	853	692	678	721	767
6	0.2.35.1.5.1.1	ADurb.Bin063-1	0	5	0	4	0	0	0	0	0	1
